domain,label,source_dataset,source_threat,source_label,source_length,length_band
thghvizka.com,1,ExtraHop/DGA-Detection-Training-Dataset,dga,thghvizka,9,dga_le_10
titysdet.net,1,ExtraHop/DGA-Detection-Training-Dataset,dga,titysdet,8,dga_le_10
tjoqokjxo.info,1,ExtraHop/DGA-Detection-Training-Dataset,dga,tjoqokjxo,9,dga_le_10
tkwfgbuft.org,1,ExtraHop/DGA-Detection-Training-Dataset,dga,tkwfgbuft,9,dga_le_10
tlxnxbkv.info,1,ExtraHop/DGA-Detection-Training-Dataset,dga,tlxnxbkv,8,dga_le_10
tmqaagdui.net,1,ExtraHop/DGA-Detection-Training-Dataset,dga,tmqaagdui,9,dga_le_10
tojlzhk.net,1,ExtraHop/DGA-Detection-Training-Dataset,dga,tojlzhk,7,dga_le_10
tpgsork.org,1,ExtraHop/DGA-Detection-Training-Dataset,dga,tpgsork,7,dga_le_10
tplyjuhkn.info,1,ExtraHop/DGA-Detection-Training-Dataset,dga,tplyjuhkn,9,dga_le_10
tpybcar.net,1,ExtraHop/DGA-Detection-Training-Dataset,dga,tpybcar,7,dga_le_10
tqfjdrtsey.org,1,ExtraHop/DGA-Detection-Training-Dataset,dga,tqfjdrtsey,10,dga_le_10
tqpztjboah.info,1,ExtraHop/DGA-Detection-Training-Dataset,dga,tqpztjboah,10,dga_le_10
trclwalk.com,1,ExtraHop/DGA-Detection-Training-Dataset,dga,trclwalk,8,dga_le_10
trvxacivic.com,1,ExtraHop/DGA-Detection-Training-Dataset,dga,trvxacivic,10,dga_le_10
trygkbjc.info,1,ExtraHop/DGA-Detection-Training-Dataset,dga,trygkbjc,8,dga_le_10
ttqlstring.net,1,ExtraHop/DGA-Detection-Training-Dataset,dga,ttqlstring,10,dga_le_10
ttssrgmh.org,1,ExtraHop/DGA-Detection-Training-Dataset,dga,ttssrgmh,8,dga_le_10
tucezula.info,1,ExtraHop/DGA-Detection-Training-Dataset,dga,tucezula,8,dga_le_10
tusocgif.info,1,ExtraHop/DGA-Detection-Training-Dataset,dga,tusocgif,8,dga_le_10
tuubvclxae.info,1,ExtraHop/DGA-Detection-Training-Dataset,dga,tuubvclxae,10,dga_le_10
tuwlsax.net,1,ExtraHop/DGA-Detection-Training-Dataset,dga,tuwlsax,7,dga_le_10
tvhjnyi.com,1,ExtraHop/DGA-Detection-Training-Dataset,dga,tvhjnyi,7,dga_le_10
tvjxment.org,1,ExtraHop/DGA-Detection-Training-Dataset,dga,tvjxment,8,dga_le_10
twevxz.org,1,ExtraHop/DGA-Detection-Training-Dataset,dga,twevxz,6,dga_le_10
twyjzi.org,1,ExtraHop/DGA-Detection-Training-Dataset,dga,twyjzi,6,dga_le_10
txbsublewu.com,1,ExtraHop/DGA-Detection-Training-Dataset,dga,txbsublewu,10,dga_le_10
txdyork.net,1,ExtraHop/DGA-Detection-Training-Dataset,dga,txdyork,7,dga_le_10
txixball.com,1,ExtraHop/DGA-Detection-Training-Dataset,dga,txixball,8,dga_le_10
tznlroshis.org,1,ExtraHop/DGA-Detection-Training-Dataset,dga,tznlroshis,10,dga_le_10
ubcqooxpr.net,1,ExtraHop/DGA-Detection-Training-Dataset,dga,ubcqooxpr,9,dga_le_10
ubtakxbr.info,1,ExtraHop/DGA-Detection-Training-Dataset,dga,ubtakxbr,8,dga_le_10
uclmball.org,1,ExtraHop/DGA-Detection-Training-Dataset,dga,uclmball,8,dga_le_10
ucwwbyhcd.com,1,ExtraHop/DGA-Detection-Training-Dataset,dga,ucwwbyhcd,9,dga_le_10
udjsoxtw.com,1,ExtraHop/DGA-Detection-Training-Dataset,dga,udjsoxtw,8,dga_le_10
udouinblgs.com,1,ExtraHop/DGA-Detection-Training-Dataset,dga,udouinblgs,10,dga_le_10
udtovycidv.net,1,ExtraHop/DGA-Detection-Training-Dataset,dga,udtovycidv,10,dga_le_10
uejjment.info,1,ExtraHop/DGA-Detection-Training-Dataset,dga,uejjment,8,dga_le_10
uevdkgeoya.info,1,ExtraHop/DGA-Detection-Training-Dataset,dga,uevdkgeoya,10,dga_le_10
uezscajyj.com,1,ExtraHop/DGA-Detection-Training-Dataset,dga,uezscajyj,9,dga_le_10
ufemwn.info,1,ExtraHop/DGA-Detection-Training-Dataset,dga,ufemwn,6,dga_le_10
ugcdawf.info,1,ExtraHop/DGA-Detection-Training-Dataset,dga,ugcdawf,7,dga_le_10
ugrgment.org,1,ExtraHop/DGA-Detection-Training-Dataset,dga,ugrgment,8,dga_le_10
uhokybdo.info,1,ExtraHop/DGA-Detection-Training-Dataset,dga,uhokybdo,8,dga_le_10
uixyach.info,1,ExtraHop/DGA-Detection-Training-Dataset,dga,uixyach,7,dga_le_10
ujqrrabgwp.net,1,ExtraHop/DGA-Detection-Training-Dataset,dga,ujqrrabgwp,10,dga_le_10
ukbqpor.com,1,ExtraHop/DGA-Detection-Training-Dataset,dga,ukbqpor,7,dga_le_10
ukoserrari.org,1,ExtraHop/DGA-Detection-Training-Dataset,dga,ukoserrari,10,dga_le_10
ultyopq.net,1,ExtraHop/DGA-Detection-Training-Dataset,dga,ultyopq,7,dga_le_10
umjdball.com,1,ExtraHop/DGA-Detection-Training-Dataset,dga,umjdball,8,dga_le_10
umnaaumxw.net,1,ExtraHop/DGA-Detection-Training-Dataset,dga,umnaaumxw,9,dga_le_10
umycwalk.org,1,ExtraHop/DGA-Detection-Training-Dataset,dga,umycwalk,8,dga_le_10
uoaugceci.com,1,ExtraHop/DGA-Detection-Training-Dataset,dga,uoaugceci,9,dga_le_10
uookuime.net,1,ExtraHop/DGA-Detection-Training-Dataset,dga,uookuime,8,dga_le_10
uqkiball.net,1,ExtraHop/DGA-Detection-Training-Dataset,dga,uqkiball,8,dga_le_10
uqpibod.com,1,ExtraHop/DGA-Detection-Training-Dataset,dga,uqpibod,7,dga_le_10
uqyvoez.com,1,ExtraHop/DGA-Detection-Training-Dataset,dga,uqyvoez,7,dga_le_10
urvjllxde.com,1,ExtraHop/DGA-Detection-Training-Dataset,dga,urvjllxde,9,dga_le_10
uuottfek.info,1,ExtraHop/DGA-Detection-Training-Dataset,dga,uuottfek,8,dga_le_10
uvbgzyu.com,1,ExtraHop/DGA-Detection-Training-Dataset,dga,uvbgzyu,7,dga_le_10
uvjerzuhd.org,1,ExtraHop/DGA-Detection-Training-Dataset,dga,uvjerzuhd,9,dga_le_10
uymcivvgra.info,1,ExtraHop/DGA-Detection-Training-Dataset,dga,uymcivvgra,10,dga_le_10
uzrmvrxni.net,1,ExtraHop/DGA-Detection-Training-Dataset,dga,uzrmvrxni,9,dga_le_10
uzxpzk.info,1,ExtraHop/DGA-Detection-Training-Dataset,dga,uzxpzk,6,dga_le_10
vaperri.info,1,ExtraHop/DGA-Detection-Training-Dataset,dga,vaperri,7,dga_le_10
vaqsuwumt.com,1,ExtraHop/DGA-Detection-Training-Dataset,dga,vaqsuwumt,9,dga_le_10
vbaqyhwb.org,1,ExtraHop/DGA-Detection-Training-Dataset,dga,vbaqyhwb,8,dga_le_10
vbparew.com,1,ExtraHop/DGA-Detection-Training-Dataset,dga,vbparew,7,dga_le_10
vbqxbnl.net,1,ExtraHop/DGA-Detection-Training-Dataset,dga,vbqxbnl,7,dga_le_10
vbxefxie.info,1,ExtraHop/DGA-Detection-Training-Dataset,dga,vbxefxie,8,dga_le_10
vcvuwefo.com,1,ExtraHop/DGA-Detection-Training-Dataset,dga,vcvuwefo,8,dga_le_10
vcxtaudreg.net,1,ExtraHop/DGA-Detection-Training-Dataset,dga,vcxtaudreg,10,dga_le_10
vfbwlci.info,1,ExtraHop/DGA-Detection-Training-Dataset,dga,vfbwlci,7,dga_le_10
vgcxevf.info,1,ExtraHop/DGA-Detection-Training-Dataset,dga,vgcxevf,7,dga_le_10
vghippsbda.net,1,ExtraHop/DGA-Detection-Training-Dataset,dga,vghippsbda,10,dga_le_10
vgjzhan.org,1,ExtraHop/DGA-Detection-Training-Dataset,dga,vgjzhan,7,dga_le_10
vgvrqrjbgt.info,1,ExtraHop/DGA-Detection-Training-Dataset,dga,vgvrqrjbgt,10,dga_le_10
vhsnay.org,1,ExtraHop/DGA-Detection-Training-Dataset,dga,vhsnay,6,dga_le_10
vicuqycury.com,1,ExtraHop/DGA-Detection-Training-Dataset,dga,vicuqycury,10,dga_le_10
vicuritery.net,1,ExtraHop/DGA-Detection-Training-Dataset,dga,vicuritery,10,dga_le_10
vilumocaru.info,1,ExtraHop/DGA-Detection-Training-Dataset,dga,vilumocaru,10,dga_le_10
viqktblk.info,1,ExtraHop/DGA-Detection-Training-Dataset,dga,viqktblk,8,dga_le_10
viwugifyri.com,1,ExtraHop/DGA-Detection-Training-Dataset,dga,viwugifyri,10,dga_le_10
vkgnez.info,1,ExtraHop/DGA-Detection-Training-Dataset,dga,vkgnez,6,dga_le_10
vkwwmujyuh.net,1,ExtraHop/DGA-Detection-Training-Dataset,dga,vkwwmujyuh,10,dga_le_10
vlagwollg.com,1,ExtraHop/DGA-Detection-Training-Dataset,dga,vlagwollg,9,dga_le_10
vnatrghxvw.info,1,ExtraHop/DGA-Detection-Training-Dataset,dga,vnatrghxvw,10,dga_le_10
vnduwpuy.org,1,ExtraHop/DGA-Detection-Training-Dataset,dga,vnduwpuy,8,dga_le_10
vnpretball.org,1,ExtraHop/DGA-Detection-Training-Dataset,dga,vnpretball,10,dga_le_10
vnrpzcuyu.org,1,ExtraHop/DGA-Detection-Training-Dataset,dga,vnrpzcuyu,9,dga_le_10
vnurpzcgfo.info,1,ExtraHop/DGA-Detection-Training-Dataset,dga,vnurpzcgfo,10,dga_le_10
voemifvf.com,1,ExtraHop/DGA-Detection-Training-Dataset,dga,voemifvf,8,dga_le_10
vphtball.org,1,ExtraHop/DGA-Detection-Training-Dataset,dga,vphtball,8,dga_le_10
vtndficjam.com,1,ExtraHop/DGA-Detection-Training-Dataset,dga,vtndficjam,10,dga_le_10
vwdofavyg.com,1,ExtraHop/DGA-Detection-Training-Dataset,dga,vwdofavyg,9,dga_le_10
vwrsuixenx.net,1,ExtraHop/DGA-Detection-Training-Dataset,dga,vwrsuixenx,10,dga_le_10
vwtjytdn.net,1,ExtraHop/DGA-Detection-Training-Dataset,dga,vwtjytdn,8,dga_le_10
vxaqogrg.com,1,ExtraHop/DGA-Detection-Training-Dataset,dga,vxaqogrg,8,dga_le_10
vxbjmkmja.org,1,ExtraHop/DGA-Detection-Training-Dataset,dga,vxbjmkmja,9,dga_le_10
vxbjort.org,1,ExtraHop/DGA-Detection-Training-Dataset,dga,vxbjort,7,dga_le_10
vxjihtkpk.net,1,ExtraHop/DGA-Detection-Training-Dataset,dga,vxjihtkpk,9,dga_le_10
vxohlane.info,1,ExtraHop/DGA-Detection-Training-Dataset,dga,vxohlane,8,dga_le_10
vztqqa.info,1,ExtraHop/DGA-Detection-Training-Dataset,dga,vztqqa,6,dga_le_10
wajhacivic.net,1,ExtraHop/DGA-Detection-Training-Dataset,dga,wajhacivic,10,dga_le_10
wbcgqgj.info,1,ExtraHop/DGA-Detection-Training-Dataset,dga,wbcgqgj,7,dga_le_10
wbmjkxrd.com,1,ExtraHop/DGA-Detection-Training-Dataset,dga,wbmjkxrd,8,dga_le_10
wbnczhcdq.net,1,ExtraHop/DGA-Detection-Training-Dataset,dga,wbnczhcdq,9,dga_le_10
wcpknkfjm.net,1,ExtraHop/DGA-Detection-Training-Dataset,dga,wcpknkfjm,9,dga_le_10
wcwefsv.com,1,ExtraHop/DGA-Detection-Training-Dataset,dga,wcwefsv,7,dga_le_10
wdwrdtqs.net,1,ExtraHop/DGA-Detection-Training-Dataset,dga,wdwrdtqs,8,dga_le_10
wehohuv.info,1,ExtraHop/DGA-Detection-Training-Dataset,dga,wehohuv,7,dga_le_10
whaspmewy.com,1,ExtraHop/DGA-Detection-Training-Dataset,dga,whaspmewy,9,dga_le_10
whyspjxv.org,1,ExtraHop/DGA-Detection-Training-Dataset,dga,whyspjxv,8,dga_le_10
wicfbfxc.net,1,ExtraHop/DGA-Detection-Training-Dataset,dga,wicfbfxc,8,dga_le_10
wiissvb.org,1,ExtraHop/DGA-Detection-Training-Dataset,dga,wiissvb,7,dga_le_10
wiviued.org,1,ExtraHop/DGA-Detection-Training-Dataset,dga,wiviued,7,dga_le_10
wjdjfzxz.org,1,ExtraHop/DGA-Detection-Training-Dataset,dga,wjdjfzxz,8,dga_le_10
wjnpmlgsy.com,1,ExtraHop/DGA-Detection-Training-Dataset,dga,wjnpmlgsy,9,dga_le_10
wluqnqqs.com,1,ExtraHop/DGA-Detection-Training-Dataset,dga,wluqnqqs,8,dga_le_10
wmhimwsatc.info,1,ExtraHop/DGA-Detection-Training-Dataset,dga,wmhimwsatc,10,dga_le_10
wmnndinggt.org,1,ExtraHop/DGA-Detection-Training-Dataset,dga,wmnndinggt,10,dga_le_10
wnglcsup.net,1,ExtraHop/DGA-Detection-Training-Dataset,dga,wnglcsup,8,dga_le_10
wpmcbdpvt.org,1,ExtraHop/DGA-Detection-Training-Dataset,dga,wpmcbdpvt,9,dga_le_10
wpnfebvf.net,1,ExtraHop/DGA-Detection-Training-Dataset,dga,wpnfebvf,8,dga_le_10
wprbdwjums.com,1,ExtraHop/DGA-Detection-Training-Dataset,dga,wprbdwjums,10,dga_le_10
wqulnwapd.org,1,ExtraHop/DGA-Detection-Training-Dataset,dga,wqulnwapd,9,dga_le_10
wqvonw.info,1,ExtraHop/DGA-Detection-Training-Dataset,dga,wqvonw,6,dga_le_10
wrzucquj.com,1,ExtraHop/DGA-Detection-Training-Dataset,dga,wrzucquj,8,dga_le_10
wscasmmmas.info,1,ExtraHop/DGA-Detection-Training-Dataset,dga,wscasmmmas,10,dga_le_10
wsgktruck.com,1,ExtraHop/DGA-Detection-Training-Dataset,dga,wsgktruck,9,dga_le_10
wsiqueeyi.info,1,ExtraHop/DGA-Detection-Training-Dataset,dga,wsiqueeyi,9,dga_le_10
wskkiuamug.net,1,ExtraHop/DGA-Detection-Training-Dataset,dga,wskkiuamug,10,dga_le_10
wsotdbj.info,1,ExtraHop/DGA-Detection-Training-Dataset,dga,wsotdbj,7,dga_le_10
wsougegkuw.net,1,ExtraHop/DGA-Detection-Training-Dataset,dga,wsougegkuw,10,dga_le_10
wspuumrt.net,1,ExtraHop/DGA-Detection-Training-Dataset,dga,wspuumrt,8,dga_le_10
wstiball.org,1,ExtraHop/DGA-Detection-Training-Dataset,dga,wstiball,8,dga_le_10
wswqaeawg.info,1,ExtraHop/DGA-Detection-Training-Dataset,dga,wswqaeawg,9,dga_le_10
wtdqmzxa.info,1,ExtraHop/DGA-Detection-Training-Dataset,dga,wtdqmzxa,8,dga_le_10
wuhnlane.org,1,ExtraHop/DGA-Detection-Training-Dataset,dga,wuhnlane,8,dga_le_10
wuyodsvah.com,1,ExtraHop/DGA-Detection-Training-Dataset,dga,wuyodsvah,9,dga_le_10
wvgpaig.info,1,ExtraHop/DGA-Detection-Training-Dataset,dga,wvgpaig,7,dga_le_10
wvrpmqyb.net,1,ExtraHop/DGA-Detection-Training-Dataset,dga,wvrpmqyb,8,dga_le_10
wvyaucbia.net,1,ExtraHop/DGA-Detection-Training-Dataset,dga,wvyaucbia,9,dga_le_10
wxfonspq.info,1,ExtraHop/DGA-Detection-Training-Dataset,dga,wxfonspq,8,dga_le_10
wxxrtwc.info,1,ExtraHop/DGA-Detection-Training-Dataset,dga,wxxrtwc,7,dga_le_10
wypclane.com,1,ExtraHop/DGA-Detection-Training-Dataset,dga,wypclane,8,dga_le_10
xafpoktyx.net,1,ExtraHop/DGA-Detection-Training-Dataset,dga,xafpoktyx,9,dga_le_10
xailqnqojn.org,1,ExtraHop/DGA-Detection-Training-Dataset,dga,xailqnqojn,10,dga_le_10
xbexhpft.net,1,ExtraHop/DGA-Detection-Training-Dataset,dga,xbexhpft,8,dga_le_10
xbhnfb.com,1,ExtraHop/DGA-Detection-Training-Dataset,dga,xbhnfb,6,dga_le_10
xbtvfpsu.info,1,ExtraHop/DGA-Detection-Training-Dataset,dga,xbtvfpsu,8,dga_le_10
xdtkdozer.net,1,ExtraHop/DGA-Detection-Training-Dataset,dga,xdtkdozer,9,dga_le_10
xeezqikr.org,1,ExtraHop/DGA-Detection-Training-Dataset,dga,xeezqikr,8,dga_le_10
xelwrsjzfc.com,1,ExtraHop/DGA-Detection-Training-Dataset,dga,xelwrsjzfc,10,dga_le_10
xfcabwn.com,1,ExtraHop/DGA-Detection-Training-Dataset,dga,xfcabwn,7,dga_le_10
xfcdigdh.net,1,ExtraHop/DGA-Detection-Training-Dataset,dga,xfcdigdh,8,dga_le_10
xfksjm.com,1,ExtraHop/DGA-Detection-Training-Dataset,dga,xfksjm,6,dga_le_10
xfqwngeles.net,1,ExtraHop/DGA-Detection-Training-Dataset,dga,xfqwngeles,10,dga_le_10
xfyliego.net,1,ExtraHop/DGA-Detection-Training-Dataset,dga,xfyliego,8,dga_le_10
xgcayyxzl.net,1,ExtraHop/DGA-Detection-Training-Dataset,dga,xgcayyxzl,9,dga_le_10
xgiskfgt.net,1,ExtraHop/DGA-Detection-Training-Dataset,dga,xgiskfgt,8,dga_le_10
xgyxcucfbe.info,1,ExtraHop/DGA-Detection-Training-Dataset,dga,xgyxcucfbe,10,dga_le_10
xhdqland.info,1,ExtraHop/DGA-Detection-Training-Dataset,dga,xhdqland,8,dga_le_10
xhffetball.org,1,ExtraHop/DGA-Detection-Training-Dataset,dga,xhffetball,10,dga_le_10
xhjatyiuk.org,1,ExtraHop/DGA-Detection-Training-Dataset,dga,xhjatyiuk,9,dga_le_10
xhvwlifox.com,1,ExtraHop/DGA-Detection-Training-Dataset,dga,xhvwlifox,9,dga_le_10
xiximhwtph.com,1,ExtraHop/DGA-Detection-Training-Dataset,dga,xiximhwtph,10,dga_le_10
xjjeopcomp.net,1,ExtraHop/DGA-Detection-Training-Dataset,dga,xjjeopcomp,10,dga_le_10
xjmpsqcktp.info,1,ExtraHop/DGA-Detection-Training-Dataset,dga,xjmpsqcktp,10,dga_le_10
xlcvrp.org,1,ExtraHop/DGA-Detection-Training-Dataset,dga,xlcvrp,6,dga_le_10
xnmuatbq.net,1,ExtraHop/DGA-Detection-Training-Dataset,dga,xnmuatbq,8,dga_le_10
xnnuetball.com,1,ExtraHop/DGA-Detection-Training-Dataset,dga,xnnuetball,10,dga_le_10
xphkrtlsps.com,1,ExtraHop/DGA-Detection-Training-Dataset,dga,xphkrtlsps,10,dga_le_10
xprma1008.info,1,ExtraHop/DGA-Detection-Training-Dataset,dga,xprma1008,9,dga_le_10
xpvqrgos.com,1,ExtraHop/DGA-Detection-Training-Dataset,dga,xpvqrgos,8,dga_le_10
xrqgtruck.info,1,ExtraHop/DGA-Detection-Training-Dataset,dga,xrqgtruck,9,dga_le_10
xsaipzrodr.net,1,ExtraHop/DGA-Detection-Training-Dataset,dga,xsaipzrodr,10,dga_le_10
xtrqwalk.org,1,ExtraHop/DGA-Detection-Training-Dataset,dga,xtrqwalk,8,dga_le_10
xttkba.info,1,ExtraHop/DGA-Detection-Training-Dataset,dga,xttkba,6,dga_le_10
xubykijeq.info,1,ExtraHop/DGA-Detection-Training-Dataset,dga,xubykijeq,9,dga_le_10
xubysojaq.com,1,ExtraHop/DGA-Detection-Training-Dataset,dga,xubysojaq,9,dga_le_10
xuhyranaq.info,1,ExtraHop/DGA-Detection-Training-Dataset,dga,xuhyranaq,9,dga_le_10
xukyvexeq.info,1,ExtraHop/DGA-Detection-Training-Dataset,dga,xukyvexeq,9,dga_le_10
xuqyzyjeq.net,1,ExtraHop/DGA-Detection-Training-Dataset,dga,xuqyzyjeq,9,dga_le_10
xutynanoq.com,1,ExtraHop/DGA-Detection-Training-Dataset,dga,xutynanoq,9,dga_le_10
xuxysoriq.com,1,ExtraHop/DGA-Detection-Training-Dataset,dga,xuxysoriq,9,dga_le_10
xvjktnkx.info,1,ExtraHop/DGA-Detection-Training-Dataset,dga,xvjktnkx,8,dga_le_10
xwpmjteo.info,1,ExtraHop/DGA-Detection-Training-Dataset,dga,xwpmjteo,8,dga_le_10
xxkvort.com,1,ExtraHop/DGA-Detection-Training-Dataset,dga,xxkvort,7,dga_le_10
xxoustring.info,1,ExtraHop/DGA-Detection-Training-Dataset,dga,xxoustring,10,dga_le_10
xxwzhl.org,1,ExtraHop/DGA-Detection-Training-Dataset,dga,xxwzhl,6,dga_le_10
xygsjyedf.info,1,ExtraHop/DGA-Detection-Training-Dataset,dga,xygsjyedf,9,dga_le_10
xypdbqpc.net,1,ExtraHop/DGA-Detection-Training-Dataset,dga,xypdbqpc,8,dga_le_10
yaevvvvodi.info,1,ExtraHop/DGA-Detection-Training-Dataset,dga,yaevvvvodi,10,dga_le_10
yagkball.org,1,ExtraHop/DGA-Detection-Training-Dataset,dga,yagkball,8,dga_le_10
yanzbyyqf.com,1,ExtraHop/DGA-Detection-Training-Dataset,dga,yanzbyyqf,9,dga_le_10
yaoqgqwo.info,1,ExtraHop/DGA-Detection-Training-Dataset,dga,yaoqgqwo,8,dga_le_10
ycdoeqeoya.com,1,ExtraHop/DGA-Detection-Training-Dataset,dga,ycdoeqeoya,10,dga_le_10
ydqnroqb.com,1,ExtraHop/DGA-Detection-Training-Dataset,dga,ydqnroqb,8,dga_le_10
yercgun.com,1,ExtraHop/DGA-Detection-Training-Dataset,dga,yercgun,7,dga_le_10
yexzork.org,1,ExtraHop/DGA-Detection-Training-Dataset,dga,yexzork,7,dga_le_10
yfgmpgk.org,1,ExtraHop/DGA-Detection-Training-Dataset,dga,yfgmpgk,7,dga_le_10
yfudwcabyq.org,1,ExtraHop/DGA-Detection-Training-Dataset,dga,yfudwcabyq,10,dga_le_10
ygnwksaqn.com,1,ExtraHop/DGA-Detection-Training-Dataset,dga,ygnwksaqn,9,dga_le_10
yhvyehn.com,1,ExtraHop/DGA-Detection-Training-Dataset,dga,yhvyehn,7,dga_le_10
yiciqaokem.info,1,ExtraHop/DGA-Detection-Training-Dataset,dga,yiciqaokem,10,dga_le_10
yiwerilnh.net,1,ExtraHop/DGA-Detection-Training-Dataset,dga,yiwerilnh,9,dga_le_10
yixlcjh.com,1,ExtraHop/DGA-Detection-Training-Dataset,dga,yixlcjh,7,dga_le_10
ylenzqv.net,1,ExtraHop/DGA-Detection-Training-Dataset,dga,ylenzqv,7,dga_le_10
yniihv.info,1,ExtraHop/DGA-Detection-Training-Dataset,dga,yniihv,6,dga_le_10
ynkjywry.org,1,ExtraHop/DGA-Detection-Training-Dataset,dga,ynkjywry,8,dga_le_10
yofna1008.net,1,ExtraHop/DGA-Detection-Training-Dataset,dga,yofna1008,9,dga_le_10
yoqymhuebi.com,1,ExtraHop/DGA-Detection-Training-Dataset,dga,yoqymhuebi,10,dga_le_10
yqecjjfas.info,1,ExtraHop/DGA-Detection-Training-Dataset,dga,yqecjjfas,9,dga_le_10
yqnavndn.org,1,ExtraHop/DGA-Detection-Training-Dataset,dga,yqnavndn,8,dga_le_10
yqybmbfzib.info,1,ExtraHop/DGA-Detection-Training-Dataset,dga,yqybmbfzib,10,dga_le_10
yrzszbxkch.com,1,ExtraHop/DGA-Detection-Training-Dataset,dga,yrzszbxkch,10,dga_le_10
ytofrha.info,1,ExtraHop/DGA-Detection-Training-Dataset,dga,ytofrha,7,dga_le_10
yukiork.org,1,ExtraHop/DGA-Detection-Training-Dataset,dga,yukiork,7,dga_le_10
yunlland.info,1,ExtraHop/DGA-Detection-Training-Dataset,dga,yunlland,8,dga_le_10
yuskuomk.net,1,ExtraHop/DGA-Detection-Training-Dataset,dga,yuskuomk,8,dga_le_10
yvulrutnrz.net,1,ExtraHop/DGA-Detection-Training-Dataset,dga,yvulrutnrz,10,dga_le_10
ywaoockk.org,1,ExtraHop/DGA-Detection-Training-Dataset,dga,ywaoockk,8,dga_le_10
ywewaawk.org,1,ExtraHop/DGA-Detection-Training-Dataset,dga,ywewaawk,8,dga_le_10
ywiguiqu.com,1,ExtraHop/DGA-Detection-Training-Dataset,dga,ywiguiqu,8,dga_le_10
ywiimeaqy.info,1,ExtraHop/DGA-Detection-Training-Dataset,dga,ywiimeaqy,9,dga_le_10
ywkywgmk.com,1,ExtraHop/DGA-Detection-Training-Dataset,dga,ywkywgmk,8,dga_le_10
ywoekssyes.net,1,ExtraHop/DGA-Detection-Training-Dataset,dga,ywoekssyes,10,dga_le_10
ywoosmymm.net,1,ExtraHop/DGA-Detection-Training-Dataset,dga,ywoosmymm,9,dga_le_10
ywowkswy.net,1,ExtraHop/DGA-Detection-Training-Dataset,dga,ywowkswy,8,dga_le_10
ywtiqruube.com,1,ExtraHop/DGA-Detection-Training-Dataset,dga,ywtiqruube,10,dga_le_10
ywugyceu.com,1,ExtraHop/DGA-Detection-Training-Dataset,dga,ywugyceu,8,dga_le_10
ywvyawc.com,1,ExtraHop/DGA-Detection-Training-Dataset,dga,ywvyawc,7,dga_le_10
ywwqokgwao.org,1,ExtraHop/DGA-Detection-Training-Dataset,dga,ywwqokgwao,10,dga_le_10
ywwsogeys.info,1,ExtraHop/DGA-Detection-Training-Dataset,dga,ywwsogeys,9,dga_le_10
ywywwoykw.com,1,ExtraHop/DGA-Detection-Training-Dataset,dga,ywywwoykw,9,dga_le_10
yxntjcre.org,1,ExtraHop/DGA-Detection-Training-Dataset,dga,yxntjcre,8,dga_le_10
yyoedju.com,1,ExtraHop/DGA-Detection-Training-Dataset,dga,yyoedju,7,dga_le_10
yywoppyyjy.info,1,ExtraHop/DGA-Detection-Training-Dataset,dga,yywoppyyjy,10,dga_le_10
yywtluzydq.org,1,ExtraHop/DGA-Detection-Training-Dataset,dga,yywtluzydq,10,dga_le_10
zbgllczjrd.info,1,ExtraHop/DGA-Detection-Training-Dataset,dga,zbgllczjrd,10,dga_le_10
zbrrball.com,1,ExtraHop/DGA-Detection-Training-Dataset,dga,zbrrball,8,dga_le_10
zdyyetball.info,1,ExtraHop/DGA-Detection-Training-Dataset,dga,zdyyetball,10,dga_le_10
zgxxqenlvg.org,1,ExtraHop/DGA-Detection-Training-Dataset,dga,zgxxqenlvg,10,dga_le_10
ziaqdujg.net,1,ExtraHop/DGA-Detection-Training-Dataset,dga,ziaqdujg,8,dga_le_10
zjgyetball.info,1,ExtraHop/DGA-Detection-Training-Dataset,dga,zjgyetball,10,dga_le_10
zjluetball.org,1,ExtraHop/DGA-Detection-Training-Dataset,dga,zjluetball,10,dga_le_10
zkbgvaj.info,1,ExtraHop/DGA-Detection-Training-Dataset,dga,zkbgvaj,7,dga_le_10
zkhqdxwvch.info,1,ExtraHop/DGA-Detection-Training-Dataset,dga,zkhqdxwvch,10,dga_le_10
zlgzay.net,1,ExtraHop/DGA-Detection-Training-Dataset,dga,zlgzay,6,dga_le_10
zloaball.net,1,ExtraHop/DGA-Detection-Training-Dataset,dga,zloaball,8,dga_le_10
zloodozer.org,1,ExtraHop/DGA-Detection-Training-Dataset,dga,zloodozer,9,dga_le_10
zlybuh.info,1,ExtraHop/DGA-Detection-Training-Dataset,dga,zlybuh,6,dga_le_10
zmbdmc.org,1,ExtraHop/DGA-Detection-Training-Dataset,dga,zmbdmc,6,dga_le_10
znhwngeles.net,1,ExtraHop/DGA-Detection-Training-Dataset,dga,znhwngeles,10,dga_le_10
zpjmepqi.net,1,ExtraHop/DGA-Detection-Training-Dataset,dga,zpjmepqi,8,dga_le_10
zquodhwiiw.net,1,ExtraHop/DGA-Detection-Training-Dataset,dga,zquodhwiiw,10,dga_le_10
zssaxnslle.org,1,ExtraHop/DGA-Detection-Training-Dataset,dga,zssaxnslle,10,dga_le_10
ztnxdjd.info,1,ExtraHop/DGA-Detection-Training-Dataset,dga,ztnxdjd,7,dga_le_10
zugojun.net,1,ExtraHop/DGA-Detection-Training-Dataset,dga,zugojun,7,dga_le_10
