domain,label
uwfnnjxairmcub.biz,1
qwxodfelsynrfb.org,1
e6386aff0149a8435a48782a2195f161.biz,1
vwaegutsjnqduwucxggeaelmf.info,1
17xsu1e1dxly9310o2m8b1ehl7zj.com,1
formulamoto.es,0
truereelsstation.com,0
cevizserver.com,0
mashdigi.com,0
mentorsticks.com,0
inkstonenews.com,0
septemberwash.ru,1
articlebiz.com,0
nqkfovsdjdt.info,1
darktear.net,1
crtxqflknjrsa.ru,1
616bet08.com,0
hotelcavallinotreporti.com,0
nasocks.ru,0
takenthey.com,1
wip09hzmzy7ljec3vz1hqgejx.info,1
1tu78xqtjbkb1g72hw010jbbcf.org,1
hazducyrgwscqjnypujpmngauo.org,1
164zaqwgolgl3d204dkkafogl.tk,1
ebalka.nl,0
iklimdavetiye.com,0
harpercollinschristian.com,0
kreitlow.com.br,0
1vsvsbs6d7xi41dlkew3m82gbu.com,1
1461chm13kdyxzi93c7o1h2hgnw.net,1
takipcim.com.tr,0
tudelft.net,0
wvi.app,0
opo4l61udap8u1v7h7u75n6ki0.ru,1
qbltwafqpcby.org,1
2partygame.com,0
utscollege.edu.au,0
bongobongo.ke,0
edustud.nic.in,0
multivac.com,0
spiritoftasmania.com.au,0
provdigi.net,0
1ie3xi7p1mxgiftjxle1uevwjg.com,1
spaceflight101.com,0
1xm76a718bnvkg1ddgz0a1xz5ldg.net,1
wishcome.ws,1
minneapolis.edu,0
bluefoxcasino.com,0
frozen-geek.net,0
zhanghaoya.com,0
proxkqstlvydkfqscqhpxkwg.click,1
sundayname.com,1
19ig3j13z8a7m1965m8ql3zr6z.info,1
fawigmljl.info,1
propakasia.com,0
gesundheitskurs.de,0
12aql7k14743mg6r29ql19xp9k3.info,1
1qf5a7947snrvaqsvnr1ech393.info,1
sagakeiba.net,0
radbmx.co.uk,0
1xwaozz1noxsz0zfbu3sq8zcsz.biz,1
realestate.com.au,0
vqsoxmjifhnrscthobqoplrhu.com,1
xwsruhoclufkh.com,1
superfrontman.net,0
feel-corp.jp,0
uarlvrqxxkhhqws.ru,1
poh6y91y915xb14og8wp1j70c6b.biz,1
smartliving.ro,0
f55e3b353a0f30c77abd5f1e0e45fdde.net,1
jvscmrguizdxoruknzfutlbirmbt.org,1
michaelpage.nl,0
cehfyqwfmukmjtmfqcljrjnojsem.info,1
8amucy11yx5pl1w6zvfx1vvknoi.biz,1
conference.ke,0
lveaemgmpndihulznbxcijljdugafy.tk,1
theinternet.org.uk,0
gloomme.com,0
aweckmiprsbxkmojxey.biz,1
1lpkqcghuqk37udi9ir5qzjiz.com,1
nexusfraghub.com,0
dreamshown.info,1
yadongtv87.com,0
casinosenlignefiable.net,0
1xoj3ilf3ol9o8tgiiz10nu6fp.com,1
gsuwjzvzhl.com,0
orbitbridge.de,0
daypitney.com,0
llcuniversity.com,0
bscenlinea.com.do,0
wifethirteen.biz,1
triedreply.com,1
zenmediaengine.nl,0
sloh66.cc,0
ug14tywsy40h1wqvdv611ge49s.com,1
omnktahohrsyh.net,1
bqjagjqrolxgc.tk,1
ueqvxlppaboxfnp.biz,1
xbgeobyqtkereelyhbdu.biz,1
1muvbsg1nbu4vo1ndgazo1i92h93.org,1
1000-vertriebskarrieren.de,0
1yx4nph1icpe5u14fx4r91un7y6e.org,1
udkc6sck7w31yrdhd51ix7f5j.ws,1
dibdeitozhtwkdpnkzknylu.com,1
mengzhan29.xyz,0
binalyze.com,0
trsvhynxebrga.com,1
kfunigraz.ac.at,0
mondigroup.com,0
muhammadiyahsemarangkota.org,0
1xlite-92003.today,0
tseeowhe.net,1
qlxtvltxjxymdrj.ws,1
iayvdnevbdsnyae.ws,1
oz7oy982n9.cfd,0
sextube.lat,0
iplay.com,0
nh5r0hnfzpj21or4u1x18bu6la.tk,1
fairing.co,0
10qb0nd1cijqk45akdac18ltaax.ru,1
colibrilearning.xyz,0
ilclinic.or.jp,0
madefish.org,1
joystickarena.us,0
paragoneurope.eu,0
lfthqaqeilpjzuwkvscaewkgyx.com,1
eprqhtyhoplu.com,1
25td5v1ttont81p5qgwc3y2d67.com,1
septemberhope.info,1
hbheu81r94kpe125ajcsccn1h0.net,1
fujifilm.com,0
hstechno.com,0
holman.com,0
canfontportland.com,0
nuyiiqxowgqrl.info,1
snu.ac.kr,0
metrophiladelphia.com,0
1d2z1wcu6tcjc1yhjf461dot6kw.tk,1
nw9s7hhnndcp1e5ieqtf4xffw.click,1
4arbnljxzsijvq250a1lz3ean.com,1
mixuai.com,0
flympg.net,0
mvnohub.kr,0
visitheight.xyz,1
aqrratpfxxiutv.com,1
usebutton.com,0
dragonauto.co,0
reelscoop.co.uk,0
apks4uonline.com,0
1s5ycgv1xp6ifeio4gr21vu3xz7.info,1
12m2abfa9y79h1q9jfho19z6f8o.com,1
maydaydentalstaffing.com,0
lrwuniyyvxsuinll.com,1
arivegreen.info,1
ccpilimdhu.org,1
1ov2tpeigfmsv16vbiwic0s3oe.com,1
l9g1vbpu21t91qtnhsm1u30bp8.org,1
7yg0hga86q9co4ypy5ieur84.com,1
9dfb4221252c8c6b5595997d71ddf68e.com,1
youngtotop4.com,0
eximdigital.com,0
esofttechinc.com,0
levelaccess.net,0
4xc.com,0
makeshift.ca,0
ripley.cl,0
npgyrulwrymdbc.tk,1
xrcwwotwobmvxdyqsknjbgus.net,1
ncafroc.org.tw,0
dreyxpihhah.org,1
lordeasy.org,1
yrkkidbyyxeiw.ws,1
chechnyafree.ru,0
thiemard.info,0
ca33ands.shop,0
mnstusc.net,1
milanomusic.com,0
ndnretjbmcsqimwtn.net,1
xn--72caa3cygoc0d9c.com,0
maycocolors.com,0
convex.cloud,0
1b50udh1kjpac94i7z6uwzhk4r.biz,1
sagesgov.com,0
mustek.com,0
euybjuqjop.net,1
dutyjuly.com,1
parcel2go.com,0
9ccfe4a7e8b88cb2ab81fc86bc77769a.ws,1
1o4hnk01nf1lm11s7ajcy1wt2d2v.com,1
pmps.pl,0
14epew21sx1yakobdbajgukc99.xyz,1
44v9ey1j3mehfgtwp3p1t8puy7.org,1
uktylzqrcaynzruclbrgajaha.net,1
wenxiaobai.com,0
gxxgojxyclumk.xyz,1
ca33personals.xyz,0
vajapguxjbiwcan.com,1
gamerushlab.com,0
rssoifqrshycirginlvtovttemqc.com,1
thisdont.biz,1
prahaar.in,0
goramp.eu,0
yardheat.net,1
wishmoon.xyz,1
geometrydash-game.ru,0
magicshine.com,0
spaceforce.mil,0
jfltwmjhskjfqwhhsrzl.com,1
3xdsfh1drhk1v1h1yhuwrmjk7t.org,1
destinygamewiki.com,0
1a1ijohjkofer5ag9xn1jzz6tw.com,1
13clqxu4mr4i117qa6hknp4961.net,1
gvirumwtptcnds.com,1
444fs.casino,0
dkvourlqsplg.org,1
nyyklvopshpgcna.com,1
feltgrave.com,1
675m.com,0
homereserve.ru,0
lookfood.info,1
fairpure.info,1
k755nmdogbnts10p0t1hnn71x.net,1
16pe541c9jlq11lnynr51fojq7t.org,1
eopcgimuauiad.com,1
figlmueller.at,0
milkthank.net,1
18em003x60jb1i87w9hzkkduk.com,1
k-itv.ru,0
wmiewijbcdemodwsn.org,1
kentfaith.es,0
1wqcv6rx6ybn31giy4xglag4va.com,1
newberry.org,0
4exum01cwg0hu1ez4psggpyft5.ru,1
ableprove.com,1
reputation.ru,0
12h80xr1fvif2kqqcyl1ef90bb.com,1
volkert.com,0
usltgmfwhcxdejbytypylytt.net,1
streamingredcargas.com,0
bajanomad.com,0
deltatechnicalservices.com,0
fyfhywmoicyfjgb.org,1
vod.pl,0
stxxcqnlgskilx.biz,1
frekkenaboer.com,0
orthoedition.com,0
nishiwaki.lg.jp,0
cbn.lol,0
knowfool.info,1
stylishdesignerdresses.com,0
pinco172.com,0
eschbach-design.com,0
bellvitgehospital.cat,0
holiganbet7602.com,0
1ube9uy12l4od21ezq3qf1n30vdd.biz,1
sightmarry.net,1
leics.gov.uk,0
fbpuqktj.biz,1
qgayauaqizononleatlnroaezdkpz.cc,1
qbbb.com,0
iil.com,0
saint-malo-tourisme.com,0
cs1i883dzg9j6yfy6t1mdzsj1.cc,1
upahcwghldqempqskro.net,1
edu-time.ru,0
11rn4e01n9m891fzeyr01p92nr3.xyz,1
where.com,0
wcwllbscnndejw.tk,1
n545tam6x6051hin0t9i4xy35.org,1
wfot.org,0
jumpread.ru,1
1ofeid51f36m8dcp2auw1wwkaak.com,1
bmqmnscwtsbur.com,1
1dift01ngh9s11dak08u1ls8rqa.net,1
acbvnjqctbvuxyvul.org,1
musiciron.com,1
nsso.gov.ie,0
casasbahia-imagens.com.br,0
lpvsbgncqvyeylvdmi.info,1
raid444.com,0
asenacorp.com,0
mayong77jp.blog,0
aggieweb.net,0
xyvsdfvpqmwwkuk.cc,1
redbus.pe,0
pvoyaiirpwuris.com,1
rekom-rostov.ru,0
pylcggre.org,1
movewrote.net,1
j1cpkabblmpfmv8qff1y5hhap.org,1
agipi.com,0
xmondohair.com,0
33bhyud7.xyz,0
d1milano.com,0
knowborn.ru,1
ca61daughters.de,0
14epgcf1znmixkyn8n81iwhx7u.org,1
1eaqbns1533hcxx049q7ciwbug.com,1
izaygmdywmninxnfhyirauvup.net,1
xgvwgynjeuypbajfxwzpzmreiucdi.ws,1
ugkfzphmbpaebrckqwyxphe.com,1
exlkqboiyilsw.biz,1
profiloprismabagliore.it,0
vivafitness.de,0
pokon.nl,0
red94.net,0
previred.com,0
16haogamivrlq1mwv9nvpkcpqk.ru,1
xmbhavbjtcvjrd.biz,1
1wtl6sqari47d15asv1tfh1xr.org,1
1caodqua3dl9y1bo8jt111zor0u.org,1
eede6dc3a3d6cd593283c425b41fbea3.ws,1
akumb.am,0
komplekt-videonablyudeniya.ru,0
kok741jxlg2s90ib3dayahad.com,1
dxvxkwvrdhwayvooxwg.org,1
wzje4x13a8qa0knfjksoybqqr.net,1
qkwsvoprhbayxgykbjvwconkzvsqcbe.tk,1
fussball-wm.pro,0
yejpem1942juq16kh2wo7nqm4i.com,1
pstbi.ru,0
sixsens.eu,0
oedxshgghnodpyedxvs.net,1
mindafansub.dev,0
zbjx3z9dgv5si3z59nj69c1p.net,1
geopoliticalmonitor.com,0
superprimenodebase.nl,0
prime-paygate.com,0
artprintshop.co.uk,0
dockurl.io,0
parisimode.it,0
telroi.re,0
1ijffnbvgu9pi1e9mysn1e981xn.tk,1
pff.org.ph,0
chunkhost.com,0
coc-stats.net,0
recno.ru,0
1dszwhtzsmui6xpwqlv155342h.info,1
jrtu9m10kib782rfpfwt9jeqd.info,1
caseroad.org,1
vkciob171wnvwktjdn139fi87.net,1
jlssrusbkuvsacv.net,1
1e6vrr11pkmeewqiaw0qb37si7.cc,1
superiorpics.com,0
totallandscapecare.com,0
carong.win,0
vr9iel16ajk6qu0rczq13vzuxe.org,1
ybuushsjlonkpfjhoeunb.cc,1
football.ch,0
rqlogistics.com,0
vblh.de,0
stanley-ua.com,0
bulluotkdykjuktdepncmtus.com,1
fullgat.com,0
toysrus.com.tw,0
bqehaymeblstigrtu.ru,1
nshostsite.com,0
146nyzm8hh1e91npzw11djzyv3.info,1
civicden.au,0
mimrrikdjvcq.com,1
abletuesday.com,1
wgqppfhylnjuwtfetsgeobwgb.com,1
bejvtsxctcywgpzaevkfipn.com,1
4y7t3pj8zevo4gmawk1om9q78.org,1
fp1-siken.com,0
bear.app,0
metlife.com.tr,0
1c5hw4fqo5yr11v3lcdiu2l3c0.info,1
hitachigst.com,0
bdu.edu.vn,0
lnltgjxsgtupamorugaecelf.net,1
fghmlwyluyuyokxgeolov.ru,1
prairiemulti.shop,0
jumpbroke.ws,1
1xxzc5r1iad12t1w5v5ax15k04ex.xyz,1
hitech-advisor.com,0
lxgqpsesymmscql.ru,1
13w843o14wikm91d2hrcl1xqjy55.ws,1
xclnbynabajohs.net,1
modilimitado.net,0
roombone.net,1
fa236d8fee6c0aa967775f5b61961e20.info,1
qicp.vip,0
bb999game.com,0
6ko9ciaew4vz1sea51310b2qcu.net,1
ctosff.ru,0
hongyushi.com,0
osphost.fi,0
njngmxkrslbxojhueunjxxuckvw.com,1
milkwild.com,1
zlx7qorva.com,0
jb4tech.com,0
biolinscientific.com,0
cnn.com,0
trschools.com,0
1bicu20prpgut1ilkbvk1dhr3oq.org,1
1vrt77smmwgfo10q04h9jw6ud4.info,1
coinstar.com,0
1ubrv5s1vad3ei1pc0rz512ckvtd.info,1
la-z-boy.com.au,0
lordpast.ru,1
rkw32w1mcd7yxujre4yggyalb.info,1
teva-eu.com,0
teuxdeux.com,0
transpormax.com,0
robinph.com,0
imserso.es,0
yywllcpxq.org,1
skyglonass.ru,0
1l86z4k1iizzgd15jx6fj71uw87.com,1
fashionableseasons.com,0
jzizroyirwwsxjnbhydzhcyor.tk,1
c29fc6170e509adf1b85a6e6fdec5c9e.ws,1
reserva-restaurante-menu.es,0
1szmanmz4iyppuexl1115nc3uu.com,1
vnjqlqpqdalxs.net,1
oomashakyo.jp,0
bitglass.net,0
pmfplumbing.com,0
servdesk.ru,0
peterbealesroses.com,0
nsnbc.me,0
hillnovember.info,1
pienfmvsvpphmxj.click,1
basketusa.com,0
1oc8fu447dfd815hvk7d17r2u8z.tk,1
geenet.eu,0
yudxnxu.net,1
xevrjenvrybhsvarindrumbek.com,0
ropamozku.com,0
gladprice.net,1
thesehigh.org,1
1ghgomifnwjnk1u987ip1smzy6x.com,1
dgehiucmzvkdyaehdcwcdsw.info,1
ctool.co.kr,0
73f8f3ft5.com,0
16g07kq1y2xv8b5wbjwqfvik48.net,1
darksidebros.com.uy,0
14ehudyr2953s1x5gphg19vgnay.com,1
ajxgiukkuxbsjo.cc,1
egcjuerjkadrtry.com,1
1fyqgnp1x2s8svvy2s02xobk8.info,1
huainet.com,0
kokubu.co.jp,0
plthkiwclsiib.biz,1
dynamicbusiness.com,0
dutysome.biz,1
energydaily.co.kr,0
bqcidehuojyibivswjrdidrk.ru,1
urdunotes.com,0
1024-terabox.com,0
jeollailbo.com,0
1chmrka1rn9qa11q30plk7upqz.com,1
1a2e8ae697f598ddc12ba150492fdd07.ws,1
b9a6b823c1ccd7cb1eb456c9381ca7d5.com,1
gwpmqorgsfbqq.cc,1
laurelmercantile.com,0
bab2min.pe.kr,0
ameliasmagazine.com,0
ooiee.com,0
openssl-library.org,0
getmycrm.com,0
1pk9acd1ejc4y31tdqncx1joc0kf.cc,1
rticonnect.net,0
mzpwgsns2qf7vagzhyq7qarn.com,1
hrimhn1vomnkr136r7rm1c27xfe.tk,1
cryptomeanscryptography.club,0
1xce2q41nvdrok1x82okqe0vf1k.xyz,1
grimey.com,0
sistemanacionalempleo.es,0
frontmoon.info,1
qiiresuvpvtq.com,1
lightpanda.io,0
smtp-host.de,0
hairsure.info,1
wiss.co.uk,0
1nob350d734yrzb443g1g9vpx8.org,1
lisca.ba,0
thisearth.com,1
1oc7zdghinuv3492mc61anobsv.net,1
serralunga.com,0
sidearmdev.com,0
ahibo.com,0
16bntrj13wdjlb1phpeyl68t7rl.com,1
pv7dh88362jn1kekgzsnorhwj.click,1
stoneshard.com,0
wrongworld.com,1
muzmo.site,0
herkulesbaumarkt.de,0
qeqf9ftazk0dy1ys0s30m9iy.com,1
roomserve.com,1
tamaulipas.gob.mx,0
pillo.care,0
14wx675t0lzysaopvxwmr0aog.biz,1
procy.net,0
pprxivhciyppgapznswtsgnr.info,1
tr69.ru,0
djvpbbegmqnztceltglvsib.com,1
14xayl5mnq34q1wf9llygjt6mo.com,1
ed151435a09d6a26f4d8c1c83eba2b59.cc,1
agfeed.com.br,0
piti.sk,0
ghalemdi.com,0
1q2zuf3a7vhm018i8xxz1y1kfo3.biz,1
tprofkrtmftvcabih.com,1
hostingbot.net,0
olhosnatv.com.br,0
mfklav1i94wfu1gtx7hrd1999i.net,1
lutheranworld.org,0
boxingprogress.ru,0
1vrh2o21n4yjso7zqi8vc8bhim.org,1
ohiosystems.co.uk,0
actnkry.info,1
nightly.link,0
fkwvlf1bsjxpa1neyscu15z8i8f.info,1
frontdish.cc,1
eqyrrnvbvwvig.com,1
roningames.com.au,0
closingcore.co.uk,0
buildjob.net,0
jjr7219cr23udfive4spnnt4.info,1
enjgmvtapjtjwr.net,1
fairsound.com,1
afeoctfktughqtgj.com,1
hangnovember.cc,1
1k8avfb6hyf7ukh361ypzxcye.com,1
uimserv.net,0
46986f210eb764d7bf20c164b3f389fb.biz,1
events.at,0
specchioimmaginemondo.it,0
l5pcoi1o59oxurc3ctq7dwwvc.info,1
thegreatapps.com,0
wlhjjbckncms.com,1
truncgil.com,0
klimatvspb.ru,0
odyqg2l32lhedigkld3lmuv4.com,1
nashville.net,0
mscchile.cl,0
usasauenoprenif.ws,1
judngaravqcvatxhbhtg.org,1
15vgtfe1q7aihipeyzfz18pdn5.tk,1
aitqstngmdgoma.com,1
hivemq.com,0
sokirkin.com,0
19xlxz38rqp0zszopncx43s7s.biz,1
dlrxyjsogvqggukm.com,1
swxwtwaqxdxcytyllbyhshkzfq.biz,1
madeshot.com,1
wcivfipjobwsxlnvduduhlayheha.tk,1
owrnhijjprmtuwitg.org,1
kasperskylabs.com,0
eatandys.com,0
milkcould.ws,1
bnucfdyepmsxc.org,1
rosenpark-draeger.de,0
1cfvdqul0mxq54n0qpc1e7j0sg.cc,1
septemberfind.com,1
ldpxqdgfkjlw.com,1
ecogold.ir,0
sunrisesunsettime.org,0
rvuqsclsqykasexnpun.net,1
kteyqcmwjkqpiw.com,1
sexsub.xxx,0
courtclerk.org,0
informingscience.org,0
bfxbqwcdnffrpavv.com,1
headmarch.ws,1
159lhsq1ar49xyf6nugh1afpilp.info,1
1i1gntksgkcoo8p5mlb1w593wi.net,1
mzo5pm1vn1qo1dsh7wm1tk7q5d.com,1
phbtcejoaxjiuel.biz,1
movetear.info,1
ankgmfmrvdfehf.com,1
xshdcxt.cn,0
ewtdyjfldtnvxg.tk,1
1vvrt61vneq3x10lcah5ry52b7.cc,1
efkwmijhtpxsgrhfgq.com,1
folhacerta.com,0
wsfair.com,0
h15e5kmrmjws5i9rr1el05pi.info,1
humanhunt.org,1
kgg7ghz.com,0
1lixjds13t323m10aroephb6n2g.biz,1
qmnxhvtawpybpetonmhf.cc,1
mefljkkmlthw.tk,1
orihost.com,0
getfreeebooks.com,0
8asa2ohdtlxc1yol7pr1x9jncr.org,1
pjdbuhzdwkhvsgaugarbeto.com,1
whomonly.com,1
1c0y3ba1quj64ufagtvm1o09w6y.info,1
sbdupeohmnewm.com,1
topbets.fr,0
aptekadlarodziny.pl,0
bondnewyork.com,0
neatdownloadmanager.com,0
mvps.org,0
thechurchnews.com,0
visitsenja.no,0
reelcinemas.com,0
uwortoeyhyhimrcqpbeixtclkn.cc,1
wgbvukwttxti.com,1
virdate.net,0
powerkraut.nl,0
dl6.in,0
vu5d7slzd6az1idp5qpaivfao.biz,1
boltintakeapp.com,0
knowngaurav.xyz,0
httz.pl,0
ftdata.com.br,0
rudgroirfbqito.org,1
caido.io,0
smartgit.dev,0
rpkjnxxwrhhsucivnp.com,1
wrongmine.com,1
tajmahal.gov.in,0
gybdxfkcdrg.ru,1
cbquqhhphdvtaxdjpqcvr.com,1
premiumpornvideo.com,0
vavada-sdam.top,0
sieberplasticsurgery.com,0
x355g19pxrmk1wg4mak1w2vufn.com,1
blitzbazaarmax.com,0
cbso.co.uk,0
pugbhkaxduqauu.com,1
hbhuanhe.com,0
jdsdwxhmpphi.com,1
everestintelligent.com,0
1geqawh1j2ok8p16a0nvm11draw1.ws,1
m6osx3gl97rc1i1rh5i1e37wv8.click,1
urbanplaystore.uk,0
bkybfiomnuxlhrl.net,1
musicover.net,1
tguobiyxaimfxijmgyydtwsai.com,1
gazelle.nl,0
foundationsource.com,0
axmlpxwa.com,1
ednovas.org,0
ksnriagddioqe.net,1
scatbooru.co.uk,0
davisvision.com,0
tse.ir,0
blfsxyklmipy1m92n3ozjzxzf.biz,1
sankuaei.com,0
zohocorpin.com,0
induk.ac.kr,0
dxhgm09lim1o1x5if7t7y1q83.cc,1
itanse.shop,0
plmdc.net,0
bevisible.com,0
theora.org,0
lordux.makeup,0
1argqs1q3jl9z156t994157v0bx.info,1
avis-chicken-road.fr,0
mwhhckqvunmunb.ws,1
cola149.ru,0
ctehrmrapcaeom.ru,1
portugalresident.com,0
pfvmivptjdiyhb.net,1
gdmissionsystems.com,0
dutyhand.org,1
castellovinci.it,0
rnjbfanzlthnbtjrzdnjpftsxw.com,1
kggnouootkqsroa.ws,1
mrkskcqcxxver.info,1
kialgnnhcrelbupensq.net,1
1ha60ly1vkdyya1u05nxp131wetw.ru,1
c740c861b0172e7fe68486c800480ba9.xyz,1
kkairsoft.com,0
zlfmtmfpjpupzovwcaqovtoz.net,1
pfm.live,0
ykdkprd.net,1
knowcolor.org,1
i7mrglm418cc4424djnoqm6w.com,1
ronhooverrvs.com,0
cotodigital.com.ar,0
magnoliarouge.com,0
drb.com,0
moonsault.de,0
567br888.com,0
dhqaxgbqxmnhmcuhaxgdqlzlg.org,1
odjmuvgphdt.cc,1
juuvaghxxhoms.com,1
buzzdirect.info,0
gsextsyrdkcy.biz,1
icrm.org,0
717cbc77a827afa6d7e12ee88eb2f7ee.net,1
emaildiscussions.com,0
aycgqcbhpygyx.org,1
gladhand.info,1
webmaze.gr,0
epicpayoutonline.nl,0
123d70d1fbfwmg1eyqcb31vr6c8j.org,1
oalafoodmdvbdty.com,1
marconicolella.blog,0
valuebooks.jp,0
totdiqsjxczmzdqjvnrqgjrvwprq.cc,1
kcell.kz,0
vaude.com,0
1tlbll91r6w8g1f3i2ly4v5tio.tk,1
dutysince.com,1
teslatoto344.com,0
timestore.it,0
xckfvtsjtmtl.info,1
wingoke.com,0
cady.com,0
eden-plus.org,0
whomtuesday.biz,1
thenthousand.net,1
thehotelconversation.com.au,0
hcgipuwqenli.com,1
fanfree.net,0
e-apteka.md,0
vclhlvrcayducykngknntoryxrs.info,1
pharmacie-cayeux.fr,0
theland.com.au,0
2uwo601ndtjge1hsb9dh1t3m0hs.click,1
1acndwantb2qhc893md1we0lho.info,1
jfkfkidybemkky.com,1
uegqqmllfr.net,1
britannicaeducation.com,0
nvtvkdjrdgwjdtj.com,1
mysaunaworld.com,0
hostcreators.sk,0
ozieupphugagmfpnqctfqlfy.com,1
cyberdocsmx.com,0
1fkpasu15etu0qopnw0j61tggt.com,1
slotspace501.de,0
w2z61zy3vjiydv8w9ky0lkvu.com,1
1tbxo9qhfjet1skm14gg7m4el.ru,1
bergbg.com,0
tipsterbattle.com,0
mancover.xyz,0
optim.co.jp,0
dabmoxnwgayua.ws,1
buddyns.com,0
mcb.mu,0
knowsmall.info,1
hxywchqdtpgniucu.info,1
quickeasy.net,1
universalsoftware.com.br,0
hoya.com,0
jatxh.cn,0
xkjhqoucnxizdefezeiguontwpn.com,1
verbarteam.fr,0
admitone.com,0
scghpvituklgdsorom.net,1
6gn66q1121shvbrwlcn1xs49jt.ws,1
uffpuovccpnvcj.info,1
imanoor.com,0
deervalley.com,0
ddulycwslierxyybvsmi.com,1
xgays.org,0
lfdljrctcnrdyjlbnbbuwklvp.org,1
johnsoncityfarmersmarket.org,0
1s8bnk66oj8js13z7z6i1cm30vo.ru,1
dpem.com.br,0
print.com,0
lepblvqaevyqa.ru,1
grandfs.ru,0
jacoimg.com,0
juschubut.gov.ar,0
s9esw9zt1co0122n1vt137quz0.tk,1
poehosting.com,0
xcb2osyyh3i419sreds14c5f7h.com,1
pdxoxqalwnyq.com,1
acceleronix.io,0
1sjm4dv1hygks91fzfnx4t88jgj.cc,1
crazy-peche.fr,0
bongvip25.net,0
f869fa47f75ed4775575f9390d7f2433.com,1
thouvenin.cloud,0
ross-shirejournal.co.uk,0
qffuryvhyytuxuk.tk,1
xoayhflhtphedahbmda.org,1
titikshapublicschool.com,0
ip-51-75-247.eu,0
wishimportant.ws,1
1wnvknx15y0sapg3ly3z4znsbw.com,1
electric-shops.com,0
kftfshrmjownijyurqt.tk,1
otis.com,0
victoriancollections.net.au,0
fnhmjjrwstbc.cc,1
allmediasupply.com,0
inxayswxctkvoobajnivlpji.cc,1
repubblica.it,0
1v4r37s1y0l14d1mg8rtcfz28w0.biz,1
postcss.org,0
ns01.nl,0
ldnxfgjqnjangkg.net,1
5c76d661580e6522f4ac441297d6b1ac.com,1
promenet.net,0
17acxjl2pn6ae1g81r17y6mhnm.ru,1
nelsonmandelabay.gov.za,0
yunsoo.cn,0
10ulae6uq3z7meeou8e1x3tute.com,1
qbgtegynkstmul.info,1
praxisvermittler.com,0
looknice.cc,1
xuqpafbgkiua.cc,1
fundaciongabo.org,0
newpages.cc,0
hljsncp.org.cn,0
1uwkgyk8da3zfr30skcikjni.ws,1
mrduuoqodqzpwkdgecqovizqlzayaq.biz,1
aleouwnpuiqeep.net,1
illinoiscourts.gov,0
jotallas.com,0
ldytzdxcrbauwqgqghspngux.org,1
xsbuknxggiwprlhefulfcgyca.com,1
guangyv.com,0
f9118c00d68a2491ba0c9d9087f67aec.tk,1
jrmqeaukavuuwsmg.ws,1
43f6bb8beca156f42624507eaf819b6f.xyz,1
pu31a64vde2h66mdsrucowax.org,1
l06gf1clmtvw1xq79c4c8loi2.cc,1
mskdoctors.com,0
1vzt2p9g9so4yadwqthmf5h3.net,1
jungmaven.com,0
upz5dk1n97ptzatqub7ipqenc.ws,1
zc6adsum1893uk34c4qjx5xc.info,1
zee61betweens.xyz,0
stressfreegames.ru,0
pniryptmjhatcrugvcobnjnjuk.com,1
properjob.biz,0
qqodxyfifroe.com,1
drinksound.cc,1
lhaxwlvyhfuhmrbqbqkrpjtaux.com,1
darymex.pl,0
cgvcplivaoalv.com,1
summitroulette277.com,0
chromeindustries.com,0
datojuridico.com,0
medabxqbjchc.xyz,1
wefixbrains.com,0
sonuyp1gthpsnrz2yu1f3i2y.biz,1
musicfirst.net,1
ow2rnw4zc3wl1fo38mlglwrag.xyz,1
proapteka24.ru,0
solutions-numeriques.com,0
imtproxy-ir.online,0
erznwa1g7vuj613bne6j8o00uj.tk,1
eqiangmugylb.org,1
fjackfcgsdtdspurum.com,1
vpos.com.my,0
uxcaoamlvgwnysia.net,1
ca97aa5xdt5q1tdaabjsjixu.org,1
saltrest.net,1
spendnice.ru,1
qee2qmavfflp6lt7c71lqpfau.com,1
japanifornia.com,0
avffnfranntqaa.net,1
cloudinsight.uk,0
ydxivojonfitjrkfsrwkrsrsind.net,1
omni.lt,0
failteireland.ie,0
e4ccc233dfece5c679bcbe111851cd3c.info,1
n4m5x60.com,0
1on3afq19c4dx51bmzxhq1ivlytt.net,1
sqgkwpypskcv.org,1
battlecreekenquirer.com,0
faceshapedetector.ai,0
esputnik.com.ua,0
bettracker.com.br,0
jsbgvixqsggj.ws,1
qs88club.top,0
rbqtlfupvtjmg.com,1
osftulaaugnojl.com,1
d4irqr1k9nnirv7gg3f1k9eblw.com,1
amare.nl,0
withteach.com,1
tmsjgagquulj.cc,1
stage-entertainment.de,0
smartmovecorp.id,0
9qob3a1sjnfdu1nt51vf69ew8i.com,1
caseeight.biz,1
14415381jkn3v01btnnjyjueaoj.org,1
almajd.edu.bh,0
offerjune.xyz,1
shibpztmvnjciemcifafipgq.ru,1
xkpvfcgvdwanm.com,1
xfxpgvx.org,1
avantajix.com,0
wifeaunt.biz,1
100procent.com,0
pickeight.info,1
1yk3n561o7qrk77hphifzroni7.com,1
jcxubegavwolbvmhl.org,1
landratsamt-dachau.de,0
casethan.info,1
navitel.su,0
wentcome.com,1
loaney.es,0
1al496z186himzrkz1vnwi2jeo.org,1
ulsai.com.bd,0
11brsjp1vi2eyyqzxda3m3s7tz.ws,1
dreammonday.cc,1
ueddjimeyeib.com,1
pozb26w0xakf1buoup1j7hsd8.com,1
zappyrent.com,0
sundayfish.org,1
